id,model,year,transmission,mileage,fueltype,mpg,enginesize
8078, A3,2016,Manual,38004,Diesel,68.9,2
8079, A4,2016,Manual,28669,Diesel,74.3,2
8080, A3,2016,Automatic,17008,Petrol,40.9,2
8081, A1,2017,Manual,22110,Petrol,55.4,1.4
8082, A3,2015,Manual,52146,Diesel,83.1,1.6
8083, A1,2015,Manual,34176,Petrol,56.5,1.4
8084, A3,2016,Manual,33136,Petrol,60.1,1.4
8085, Q3,2015,Automatic,19563,Diesel,50.4,2
8086, A1,2015,Manual,35441,Diesel,80.7,1.6
8087, TT,2017,Manual,23641,Petrol,47.1,1.8
8088, A1,2016,Manual,16630,Petrol,55.4,1.4
8089, A3,2014,Manual,86092,Diesel,74.3,1.6
8090, A8,2012,Automatic,70894,Diesel,44.1,3
8091, A4,2013,Automatic,29923,Diesel,47.1,2
8092, Q5,2017,Manual,23221,Diesel,49.6,2
8093, A3,2016,Manual,22633,Petrol,58.9,1.4
8094, A3,2015,Manual,20997,Diesel,68.9,2
8095, Q3,2013,Manual,42800,Diesel,54.3,2
8096, Q3,2014,Manual,46621,Diesel,54.3,2
8097, A1,2015,Manual,41183,Petrol,67.3,1
8098, A1,2017,Manual,33723,Petrol,67.3,1
8099, A6,2014,Automatic,45295,Diesel,64.2,2
8100, A3,2013,Automatic,37274,Diesel,64.2,2
8101, A7,2016,Automatic,56670,Diesel,61.4,3
8102, A1,2012,Manual,56700,Diesel,68.9,2
8103, A3,2016,Manual,25599,Petrol,55.4,1.4
8104, A3,2014,Manual,32379,Diesel,74.3,1.6
8105, A4,2016,Manual,40169,Diesel,72.4,2
8106, Q3,2015,Manual,54775,Diesel,61.4,2
8107, TT,2015,Manual,43724,Diesel,67.3,2
8108, Q3,2016,Automatic,44900,Diesel,50.4,2
8109, A5,2014,Automatic,62675,Diesel,57.6,3
8110, A6,2016,Manual,28952,Diesel,64.2,2
8111, A7,2011,Automatic,64675,Diesel,55.4,3
8112, A3,2019,Automatic,4031,Petrol,34.9,2
8113, A4,2017,Manual,28078,Petrol,51.4,1.4
8114, A4,2016,Automatic,28958,Diesel,70.6,2
8115, A3,2013,Manual,62090,Diesel,67.3,2
8116, TT,2016,Manual,32354,Diesel,62.8,2
8117, Q7,2016,Automatic,50514,Diesel,47.9,3
8118, A1,2012,Manual,65627,Diesel,74.3,1.6
8119, A6,2016,Automatic,49462,Diesel,61.4,2
8120, Q5,2015,Manual,33233,Diesel,47.9,2
8121, A5,2016,Manual,22309,Diesel,56.5,2
8122, A1,2016,Manual,40172,Petrol,67.3,1
8123, A5,2017,Manual,11587,Diesel,67.3,2
8124, A8,2013,Automatic,43903,Diesel,44.1,3
8125, Q5,2011,Manual,66229,Diesel,42.1,2
8126, A3,2018,Manual,19811,Diesel,70.6,1.6
8127, A1,2013,Manual,35138,Petrol,53.3,1.4
8128, TT,2016,Manual,39803,Petrol,47.1,1.8
8129, TT,2016,Manual,30814,Petrol,47.1,1.8
8130, TT,2015,Manual,19978,Petrol,38.7,2
8131, A3,2015,Manual,32842,Diesel,67.3,1.6
8132, A3,2016,Automatic,12396,Petrol,58.9,1.4
8133, A1,2018,Manual,6605,Petrol,55.4,1.4
8134, Q5,2015,Automatic,40510,Diesel,42.8,3
8135, Q5,2018,Automatic,15123,Diesel,55.4,2
8136, TT,2016,Manual,28064,Petrol,47.1,1.8
8137, A6,2016,Automatic,77019,Diesel,47.9,2
8138, A3,2015,Automatic,60438,Diesel,62.8,2
8139, A1,2013,Manual,43157,Diesel,74.3,1.6
8140, A3,2016,Manual,30154,Diesel,65.7,2
8141, A4,2017,Automatic,36715,Diesel,70.6,2
8142, A3,2016,Automatic,50992,Petrol,58.9,1.4
8143, Q5,2015,Manual,83855,Diesel,50.4,2
8144, A3,2015,Manual,28255,Diesel,83.1,1.6
8145, A3,2012,Manual,82293,Diesel,64.2,2
8146, A6,2015,Automatic,36000,Diesel,58.9,3
8147, A4,2013,Manual,53764,Diesel,60.1,2
8148, A4,2011,Manual,65349,Diesel,61.4,2
8149, A6,2010,Manual,42000,Diesel,49.6,2
8150, A1,2015,Manual,21131,Diesel,80.7,1.6
8151, A1,2015,Manual,20912,Petrol,55.4,1.4
8152, Q3,2016,Manual,46553,Diesel,61.4,2
8153, A5,2017,Manual,40858,Diesel,68.9,2
8154, Q2,2017,Manual,50841,Diesel,64.2,1.6
8155, A3,2015,Automatic,42248,Petrol,39.8,2
8156, A1,2016,Manual,42991,Petrol,39.8,2
8157, Q2,2017,Manual,34000,Petrol,50.4,1.4
8158, Q2,2017,Manual,33636,Diesel,61.4,1.6
8159, A4,2017,Automatic,32155,Diesel,67.3,2
8160, A3,2015,Manual,37402,Diesel,68.9,2
8161, A4,2019,Manual,6026,Petrol,39.2,2
8162, A5,2011,Automatic,59468,Diesel,42.8,3
8163, A1,2012,Automatic,56767,Petrol,53.3,1.4
8164, A4,2017,Automatic,41112,Diesel,62.8,2
8165, A1,2015,Manual,42670,Petrol,39.8,2
8166, A4,2016,Manual,44703,Diesel,74.3,2
8167, A3,2016,Manual,64753,Diesel,70.6,2
8168, A7,2011,Automatic,63119,Diesel,53.3,3
8169, Q3,2014,Manual,49987,Petrol,47.9,1.4
8170, A5,2015,Automatic,34589,Diesel,56.5,2
8171, A4,2016,Manual,57583,Diesel,62.8,2
8172, A1,2015,Manual,52902,Petrol,58.9,1.4
8173, A4,2016,Manual,85945,Diesel,64.2,2
8174, Q7,2016,Automatic,97420,Diesel,47.9,3
8175, A3,2014,Automatic,56508,Diesel,58.9,2
8176, A1,2012,Manual,64446,Diesel,74.3,1.6
8177, A5,2014,Automatic,57099,Diesel,58.9,2
8178, A6,2016,Automatic,64561,Diesel,64.2,2
8179, A3,2015,Automatic,58972,Petrol,57.6,1.4
8180, A7,2014,Automatic,69743,Diesel,47.9,3
8181, SQ5,2013,Automatic,95012,Diesel,41.5,3
8182, A3,2015,Manual,87661,Diesel,70.6,1.6
8183, A3,2004,Automatic,28477,Petrol,36.2,1.6
8184, Q3,2016,Manual,30865,Diesel,60.1,2
8185, A4,2017,Automatic,30364,Diesel,67.3,2
8186, A3,2013,Manual,57912,Diesel,67.3,2
8187, Q2,2018,Manual,9566,Petrol,52.3,1.4
8188, A3,2017,Manual,30584,Petrol,60.1,1.4
8189, A1,2016,Manual,10301,Petrol,67.3,1
8190, A6,2017,Automatic,34026,Diesel,58.9,2
8191, Q3,2016,Automatic,19126,Petrol,47.9,1.4
8192, Q3,2016,Automatic,42811,Diesel,52.3,2
8193, A4,2016,Automatic,45188,Diesel,72.4,2
8194, Q3,2016,Automatic,25667,Diesel,50.4,2
8195, A1,2015,Manual,23758,Diesel,80.7,1.6
8196, Q5,2014,Manual,37245,Petrol,37.7,2
8197, Q3,2016,Manual,27214,Diesel,49.6,2
8198, Q2,2018,Manual,8668,Diesel,64.2,1.6
8199, A3,2016,Manual,20587,Petrol,40.4,2
8200, A3,2019,Manual,6469,Petrol,42.8,1.5
8201, Q3,2011,Manual,35577,Petrol,38.7,2
8202, A1,2015,Manual,32199,Petrol,55.4,1.4
8203, Q3,2012,Manual,94547,Petrol,38.7,2
8204, Q5,2009,Manual,88639,Diesel,42.1,2
8205, A5,2015,Automatic,46374,Diesel,58.9,2
8206, S3,2015,Manual,20000,Petrol,40.4,2
8207, A6,2013,Automatic,59000,Diesel,55.4,2
8208, A4,2017,Automatic,76000,Diesel,65.7,2
8209, A5,2013,Automatic,44681,Diesel,58.9,2
8210, A3,2015,Automatic,37000,Petrol,57.6,1.4
8211, A3,2014,Automatic,73822,Diesel,57.6,2
8212, A4,2016,Manual,65000,Diesel,72.4,2
8213, A6,2017,Semi-Auto,20000,Diesel,56.5,2
8214, A1,2013,Manual,33013,Petrol,53.3,1.4
8215, A3,2016,Automatic,76000,Diesel,62.8,2
8216, A3,2017,Manual,63829,Diesel,68.9,1.6
8217, A7,2013,Automatic,75016,Diesel,47.9,3
8218, A1,2015,Manual,40383,Petrol,57.6,1.4
8219, A4,2016,Automatic,36000,Diesel,67.3,2
8220, A3,2017,Manual,44151,Diesel,65.7,2
8221, A3,2019,Manual,15649,Petrol,42.2,1.5
8222, TT,2010,Manual,90804,Diesel,53.3,2
8223, A3,2014,Semi-Auto,78699,Diesel,72.4,1.6
8224, A1,2017,Manual,54837,Petrol,67.3,1
8225, A1,2015,Manual,31478,Diesel,80.7,1.6
8226, Q7,2014,Automatic,60634,Diesel,38.2,3
8227, A4,2016,Automatic,58394,Diesel,62.8,3
8228, A1,2016,Manual,36379,Petrol,67.3,1
8229, A3,2015,Manual,55522,Diesel,68.9,2
8230, A6,2016,Manual,41073,Diesel,64.2,2
8231, A4,2016,Automatic,37089,Diesel,64.2,2
8232, A5,2013,Manual,111873,Diesel,61.4,2
8233, A1,2019,Semi-Auto,2000,Petrol,40.9,2
8234, A4,2016,Manual,52557,Diesel,64.2,2
8235, Q3,2016,Manual,46491,Diesel,61.4,2
8236, TT,2007,Automatic,93392,Petrol,29.7,3.2
8237, A6,2016,Automatic,65766,Diesel,61.4,2
8238, A4,2017,Automatic,42156,Diesel,64.2,3
8239, A4,2016,Automatic,94175,Diesel,61.4,2
8240, A6,2017,Automatic,73474,Diesel,58.9,2
8241, Q2,2017,Manual,31827,Diesel,64.2,1.6
8242, Q2,2017,Manual,21909,Diesel,64.2,1.6
8243, Q3,2016,Manual,36882,Diesel,61.4,2
8244, A1,2015,Manual,47620,Petrol,67.3,1
8245, Q5,2015,Manual,55411,Diesel,47.9,2
8246, A1,2015,Manual,40011,Diesel,80.7,1.6
8247, A5,2019,Semi-Auto,9988,Diesel,50.4,2
8248, A3,2008,Manual,117000,Diesel,48.7,2
8249, A3,2015,Manual,101000,Diesel,74.3,1.6
8250, A3,2013,Manual,103000,Diesel,67.3,2
8251, A3,2014,Manual,119000,Diesel,68.9,2
8252, A6,2015,Automatic,109000,Diesel,64.2,2
8253, A1,2012,Manual,76975,Diesel,68.9,2
8254, A4,2015,Manual,77808,Diesel,64.2,2
8255, A3,2012,Manual,88394,Diesel,60.1,2
8256, A6,2016,Manual,61104,Diesel,61.4,2
8257, A5,2012,Manual,78807,Diesel,61.4,2
8258, Q3,2016,Manual,40414,Diesel,49.6,2
8259, A4,2017,Manual,28892,Diesel,70.6,2
8260, A4,2015,Manual,90000,Diesel,74.3,2
8261, A3,2012,Manual,104822,Diesel,68.9,1.6
8262, A5,2012,Automatic,95437,Diesel,58.9,2
8263, A5,2015,Manual,81337,Diesel,61.4,2
8264, A5,2016,Manual,57737,Diesel,58.9,2
8265, A3,2017,Manual,36974,Petrol,60.1,1.4
8266, A3,2016,Manual,122000,Diesel,74.3,1.6
8267, A3,2014,Manual,107000,Diesel,67.3,2
8268, A3,2015,Manual,123000,Diesel,83.1,1.6
8269, A4,2013,Manual,63360,Diesel,64.2,2
8270, A5,2015,Automatic,29442,Diesel,60.1,2
8271, Q5,2011,Manual,139989,Petrol,33.6,2
8272, A4,2015,Manual,84638,Diesel,67.3,2
8273, A1,2016,Manual,18758,Diesel,72.4,1.6
8274, A6,2016,Manual,20271,Diesel,61.4,2
8275, A6,2016,Semi-Auto,69774,Diesel,55.4,2
8276, A1,2012,Semi-Auto,46179,Petrol,53.3,1.4
8277, A1,2017,Manual,31037,Petrol,67.3,1
8278, A1,2015,Manual,47331,Petrol,52.3,1.4
8279, Q3,2015,Semi-Auto,14973,Petrol,40.4,2
8280, A3,2013,Manual,103000,Diesel,67.3,2
8281, A3,2014,Manual,119000,Diesel,68.9,2
8282, A4,2016,Manual,100000,Diesel,74.3,2
8283, A6,2015,Manual,109000,Diesel,64.2,2
8284, A3,2016,Manual,37235,Diesel,74.3,1.6
8285, A3,2016,Automatic,41085,Diesel,74.3,1.6
8286, A4,2017,Manual,24505,Diesel,72.4,2
8287, A5,2017,Automatic,29885,Petrol,55.4,2
8288, A4,2017,Manual,70816,Diesel,70.6,2
8289, A4,2016,Automatic,44406,Diesel,67.3,2
8290, A3,2017,Automatic,27743,Diesel,70.6,1.6
8291, A5,2014,Automatic,40000,Petrol,34.9,3
8292, A4,2015,Automatic,79813,Petrol,45.6,1.8
8293, A3,2014,Automatic,7595,Petrol,50.4,1.8
8294, A1,2014,Manual,34452,Petrol,52.3,1.4
8295, A3,2015,Manual,108000,Diesel,68.9,2
8296, A3,2015,Manual,130000,Diesel,74.3,1.6
8297, A3,2015,Manual,128000,Diesel,68.9,2
8298, A3,2015,Manual,128000,Diesel,68.9,2
8299, A3,2016,Manual,122000,Diesel,74.3,1.6
8300, A3,2015,Manual,123000,Diesel,83.1,1.6
8301, A1,2012,Manual,43500,Petrol,55.4,1.2
8302, A3,2014,Automatic,24076,Petrol,50.4,1.8
8303, Q3,2015,Manual,54296,Diesel,52.3,2
8304, TT,2016,Manual,16063,Diesel,62.8,2
8305, A3,2015,Manual,43523,Petrol,60.1,1.4
8306, A3,2016,Manual,17104,Petrol,60.1,1.4
8307, A1,2015,Manual,21769,Diesel,80.7,1.6
8308, A6,2015,Automatic,71494,Diesel,64.2,2
8309, A3,2016,Manual,18663,Petrol,60.1,1
8310, A4,2016,Manual,98791,Diesel,70.6,2
8311, A3,2013,Manual,63986,Diesel,74.3,1.6
8312, A4,2017,Automatic,33130,Diesel,67.3,2
8313, A3,2016,Manual,38786,Diesel,64.2,2
8314, A5,2015,Automatic,34116,Diesel,58.9,2
8315, A4,2016,Manual,32073,Diesel,74.3,2
8316, A6,2014,Automatic,30603,Diesel,64.2,2
8317, Q3,2014,Automatic,29998,Diesel,47.9,2
8318, A3,2016,Manual,39238,Diesel,65.7,2
8319, A5,2016,Manual,34553,Diesel,58.9,2
8320, A5,2016,Automatic,64713,Diesel,50.4,2
8321, Q5,2015,Automatic,53990,Diesel,47.9,2
8322, A4,2016,Automatic,27354,Petrol,55.4,2
8323, A4,2016,Manual,87754,Diesel,74.3,2
8324, A3,2016,Automatic,48573,Hybrid,176.6,1.4
8325, A4,2017,Automatic,40852,Diesel,70.6,2
8326, TT,2015,Manual,65799,Diesel,67.3,2
8327, A1,2014,Manual,70796,Petrol,55.4,1.2
8328, A3,2016,Manual,84049,Diesel,74.3,1.6
8329, A1,2018,Automatic,8506,Petrol,55.4,1.4
8330, A4,2014,Manual,56180,Diesel,61.4,2
8331, A1,2017,Manual,29264,Diesel,76.3,1.6
8332, A3,2014,Manual,48030,Diesel,74.3,1.6
8333, A3,2016,Manual,11318,Petrol,55.4,1.4
8334, A1,2013,Manual,29899,Petrol,53.3,1.4
8335, A1,2016,Manual,28349,Petrol,55.4,1.4
8336, A3,2017,Manual,21396,Petrol,60.1,1.4
8337, A1,2016,Manual,33309,Diesel,72.4,1.6
8338, A3,2016,Automatic,41656,Diesel,61.4,2
8339, A5,2016,Automatic,14790,Petrol,44.1,1.8
8340, A5,2017,Manual,16951,Petrol,49.6,2
8341, A3,2016,Manual,63562,Diesel,68.9,2
8342, Q7,2012,Automatic,57080,Diesel,38.2,3
8343, A4,2017,Automatic,33112,Diesel,65.7,2
8344, A3,2014,Automatic,37357,Petrol,40.9,2
8345, A6,2016,Automatic,40984,Diesel,56.5,2
8346, Q3,2015,Manual,25447,Diesel,52.3,2
8347, A4,2016,Automatic,46616,Diesel,67.3,2
8348, A3,2017,Automatic,14751,Diesel,72.4,1.6
8349, A3,2015,Manual,54735,Diesel,83.1,1.6
8350, A3,2015,Manual,41843,Diesel,83.1,1.6
8351, A3,2015,Manual,74209,Diesel,74.3,1.6
8352, A1,2016,Manual,31461,Diesel,76.3,1.6
8353, A3,2016,Manual,37812,Diesel,58.9,2
8354, Q5,2017,Automatic,15183,Diesel,55.4,2
8355, Q5,2016,Automatic,85503,Diesel,47.1,2
8356, A3,2015,Automatic,38456,Petrol,57.6,1.4
8357, A1,2019,Manual,2504,Petrol,52.3,1
8358, A3,2015,Automatic,57345,Petrol,58.9,1.2
8359, A1,2017,Manual,27015,Petrol,55.4,1.4
8360, Q3,2017,Manual,25737,Petrol,51.4,1.4
8361, A1,2016,Manual,65436,Diesel,76.3,1.6
8362, A6,2016,Automatic,44652,Diesel,67.3,2
8363, TT,2016,Manual,17374,Petrol,46.3,1.8
8364, A1,2016,Manual,48090,Petrol,55.4,1.4
8365, A4,2016,Manual,55514,Diesel,67.3,2
8366, Q3,2012,Manual,62898,Diesel,49.6,2
8367, A1,2016,Manual,24755,Diesel,76.3,1.6
8368, A1,2016,Manual,25818,Diesel,76.3,1.6
8369, A4,2017,Manual,25562,Diesel,70.6,2
8370, A6,2015,Automatic,47694,Diesel,64.2,2
8371, A6,2017,Automatic,40930,Diesel,58.9,2
8372, A6,2016,Manual,56904,Diesel,61.4,2
8373, A4,2017,Automatic,13063,Petrol,52.3,2
8374, A5,2015,Manual,37314,Diesel,55.4,2
8375, Q3,2017,Automatic,18153,Petrol,47.9,1.4
8376, A4,2016,Automatic,48764,Diesel,72.4,2
8377, Q3,2016,Automatic,36483,Diesel,50.4,2
8378, A3,2015,Automatic,28457,Diesel,57.6,2
8379, Q3,2016,Automatic,42624,Diesel,51.4,2
8380, A1,2017,Manual,29155,Diesel,76.3,1.6
8381, A5,2013,Manual,37362,Diesel,57.6,2
8382, Q2,2017,Manual,25777,Petrol,52.3,1.4
8383, A1,2017,Manual,21054,Petrol,58.9,1.4
8384, A1,2017,Manual,10909,Petrol,67.3,1
8385, A1,2013,Automatic,49898,Petrol,53.3,1.4
8386, A1,2015,Manual,37759,Diesel,80.7,1.6
8387, A1,2014,Manual,55433,Petrol,40.4,2
8388, A7,2018,Automatic,19132,Petrol,39.8,3
8389, A1,2015,Manual,25026,Petrol,58.9,1.4
8390, TT,2015,Manual,20517,Diesel,67.3,2
8391, A5,2017,Manual,10987,Diesel,68.9,2
8392, A1,2016,Manual,28369,Petrol,55.4,1.4
8393, A4,2015,Automatic,24204,Petrol,35.8,3
8394, Q3,2014,Manual,33679,Diesel,50.4,2
8395, A4,2016,Manual,19752,Diesel,70.6,2
8396, A3,2015,Manual,31983,Diesel,70.6,1.6
8397, Q5,2014,Manual,63000,Petrol,37.7,2
8398, A3,2016,Automatic,27809,Petrol,40.9,2
8399, Q3,2016,Manual,58689,Diesel,60.1,2
8400, A3,2016,Automatic,46636,Diesel,61.4,2
8401, A1,2016,Manual,39937,Petrol,55.4,1.4
8402, A6,2018,Automatic,17703,Diesel,50.4,2
8403, Q7,2019,Automatic,2805,Diesel,33.2,3
8404, A3,2019,Automatic,17102,Petrol,42.2,1.5
8405, A1,2019,Automatic,4569,Petrol,40.9,2
8406, A3,2019,Manual,5262,Diesel,52.3,1.6
8407, Q2,2019,Manual,5148,Diesel,49.6,1.6
8408, A3,2014,Manual,31036,Diesel,67.3,2
8409, A3,2015,Automatic,13357,Petrol,43.5,1.8
8410, A3,2016,Manual,33534,Diesel,83.1,1.6
8411, A3,2016,Manual,20681,Petrol,58.9,1.4
8412, A4,2017,Automatic,58097,Diesel,62.8,2
8413, A3,2015,Automatic,42195,Petrol,54.3,1.4
8414, A4,2016,Manual,62266,Diesel,70.6,2
8415, A3,2013,Manual,59447,Diesel,74.3,1.6
8416, A4,2014,Manual,53785,Diesel,62.8,2
8417, A1,2015,Automatic,39207,Diesel,76.3,1.6
8418, A7,2015,Automatic,55457,Diesel,52.3,3
8419, Q7,2016,Automatic,53801,Diesel,47.9,3
8420, A5,2017,Automatic,24193,Diesel,62.8,2
8421, Q8,2019,Automatic,9641,Diesel,30.7,4
8422, A3,2018,Manual,13953,Petrol,54.3,1.5
8423, Q7,2019,Automatic,12998,Diesel,32.8,3
8424, A5,2019,Automatic,10936,Diesel,48.7,2
8425, A4,2019,Automatic,5126,Diesel,49.6,2
8426, A4,2015,Automatic,33333,Diesel,53.3,2
8427, A3,2016,Manual,34979,Petrol,56.5,1.2
8428, Q5,2014,Automatic,39358,Diesel,47.1,2
8429, A1,2016,Manual,21700,Petrol,67.3,1
8430, A3,2019,Automatic,16520,Petrol,41.5,1.5
8431, Q5,2016,Automatic,65401,Diesel,47.1,2
8432, A8,2013,Automatic,43052,Diesel,44.1,3
8433, Q3,2016,Manual,51708,Diesel,49.6,2
8434, A1,2016,Manual,36942,Petrol,55.4,1.4
8435, A3,2012,Automatic,84332,Petrol,50.4,1.8
8436, A4,2012,Manual,84535,Diesel,61.4,2
8437, Q7,2019,Automatic,12687,Diesel,32.8,3
8438, A5,2017,Automatic,26785,Petrol,38.2,3
8439, Q5,2019,Automatic,11636,Diesel,38.2,2
8440, Q3,2016,Manual,25200,Diesel,55.4,2
8441, A1,2016,Manual,15683,Petrol,67.3,1
8442, A3,2016,Manual,72643,Diesel,65.7,2
8443, A1,2013,Manual,17956,Petrol,52.3,1.4
8444, A4,2019,Automatic,8501,Diesel,49.6,2
8445, A4,2019,Automatic,8619,Diesel,44.8,2
8446, A4,2019,Automatic,3510,Diesel,49.6,2
8447, Q5,2019,Automatic,11999,Diesel,38.2,2
8448, Q2,2019,Manual,4521,Diesel,46.3,1.6
8449, A3,2015,Manual,58680,Diesel,68.9,1.6
8450, Q5,2015,Manual,26153,Diesel,47.9,2
8451, A3,2013,Manual,55856,Diesel,74.3,1.6
8452, A3,2016,Automatic,35930,Diesel,64.2,2
8453, A3,2017,Manual,27385,Diesel,74.3,1.6
8454, A3,2016,Manual,82785,Diesel,67.3,2
8455, A1,2019,Automatic,5756,Petrol,47.1,1
8456, A3,2019,Automatic,14476,Petrol,42.2,1.5
8457, A3,2019,Automatic,9583,Petrol,41.5,1.5
8458, Q5,2019,Automatic,9377,Diesel,38.2,2
8459, A3,2019,Automatic,14362,Petrol,41.5,1.5
8460, Q5,2019,Automatic,9999,Diesel,38.2,2
8461, A8,2017,Automatic,3793,Diesel,50.4,3
8462, A1,2019,Automatic,3294,Petrol,40.9,2
8463, A7,2019,Automatic,13450,Diesel,52.3,3
8464, A3,2020,Automatic,2749,Petrol,44.1,1.5
8465, Q2,2018,Automatic,14882,Petrol,52.3,1.4
8466, A4,2017,Automatic,23548,Diesel,65.7,2
8467, A8,2017,Automatic,4510,Diesel,50.4,3
8468, Q3,2020,Automatic,4563,Diesel,48.7,2
8469, Q5,2016,Automatic,64685,Diesel,42.8,3
8470, A1,2019,Automatic,7523,Petrol,44.1,1.5
8471, A6,2016,Automatic,37998,Diesel,50.4,3
8472, A3,2019,Automatic,16581,Petrol,42.2,1.5
8473, A5,2020,Automatic,4521,Petrol,39.2,2
8474, Q3,2020,Automatic,3854,Diesel,48.7,2
8475, A5,2020,Manual,3452,Petrol,39.8,2
8476, A3,2016,Manual,76860,Diesel,67.3,2
8477, Q3,2016,Manual,92930,Diesel,56.5,2
8478, A4,2014,Manual,80120,Diesel,62.8,2
8479, Q3,2015,Automatic,25988,Diesel,50.4,2
8480, A5,2020,Automatic,4521,Petrol,39.2,2
8481, Q2,2017,Automatic,14257,Petrol,54.3,1.4
8482, Q5,2020,Automatic,5412,Diesel,38.2,2
8483, A3,2020,Automatic,2415,Petrol,40.9,2
8484, A4,2020,Automatic,4521,Diesel,50.4,2
8485, A6,2015,Automatic,49373,Diesel,61.4,2
8486, A4,2020,Automatic,4526,Petrol,42.8,2
8487, Q2,2019,Manual,2000,Diesel,49.6,1.6
8488, Q3,2016,Automatic,82970,Diesel,53.3,2
8489, A6,2014,Automatic,106420,Diesel,64.2,2
8490, Q3,2015,Manual,99590,Diesel,49.6,2
8491, A6,2015,Automatic,120500,Diesel,64.2,2
8492, A3,2016,Manual,103040,Diesel,68.9,2
8493, A6,2014,Manual,39562,Diesel,62.8,2
8494, Q5,2019,Automatic,9244,Diesel,32.5,3
8495, Q3,2019,Automatic,8968,Diesel,48.7,2
8496, A4,2019,Automatic,2541,Diesel,39.2,3
8497, A3,2017,Manual,24833,Petrol,55.4,1.5
8498, A4,2019,Automatic,4599,Petrol,38.7,2
8499, A7,2019,Automatic,6785,Diesel,35.8,3
8500, Q3,2019,Automatic,3500,Diesel,48.7,2
8501, Q2,2019,Manual,3841,Diesel,49.6,1.6
8502, A8,2020,Automatic,3452,Diesel,39.2,3
8503, A4,2020,Manual,4521,Petrol,39.2,2
8504, A4,2020,Automatic,6524,Petrol,38.2,2
8505, Q3,2016,Automatic,10931,Petrol,40.4,2
8506, Q2,2020,Manual,3524,Petrol,43.5,1.5
8507, A3,2015,Manual,41402,Diesel,68.9,2
8508, A1,2015,Manual,46526,Petrol,67.3,1
8509, A4,2016,Automatic,119880,Diesel,64.2,2
8510, A6,2015,Automatic,114520,Diesel,64.2,2
8511, Q5,2020,Automatic,7791,Diesel,34.5,3
8512, A5,2019,Automatic,1870,Petrol,37.7,2
8513, Q7,2019,Automatic,8910,Diesel,32.8,3
8514, Q7,2018,Automatic,26885,Diesel,37.2,4
8515, A4,2019,Automatic,6888,Petrol,38.7,2
8516, A5,2019,Automatic,790,Petrol,39.8,2
8517, Q3,2019,Manual,121,Diesel,42.8,2
8518, Q2,2018,Manual,18887,Petrol,52.3,1.4
8519, A4,2017,Automatic,36775,Diesel,61.4,2
8520, Q3,2017,Automatic,56885,Diesel,51.4,2
8521, A4,2019,Manual,3750,Petrol,38.2,2
8522, A4,2020,Automatic,3558,Diesel,39.2,3
8523, A4,2020,Automatic,3200,Diesel,45.6,2
8524, TT,2018,Automatic,15981,Petrol,40.9,2
8525, A1,2017,Manual,47108,Petrol,56.5,1.4
8526, Q3,2019,Automatic,8140,Diesel,47.1,2
8527, RS5,2019,Automatic,16,Petrol,30.1,2.9
8528, Q5,2019,Automatic,6124,Diesel,38.2,2
8529, A4,2019,Manual,1190,Petrol,39.2,2
8530, Q3,2019,Automatic,3225,Petrol,30.7,2
8531, Q2,2017,Manual,34440,Petrol,52.3,1.4
8532, A6,2018,Automatic,26265,Diesel,61.4,2
8533, A4,2019,Manual,125,Petrol,39.2,2
8534, A5,2019,Automatic,5800,Diesel,50.4,2
8535, Q7,2019,Automatic,121,Diesel,33.2,3
8536, A1,2016,Manual,75869,Diesel,80.7,1.6
8537, A3,2016,Automatic,41135,Petrol,58.9,1.4
8538, A3,2014,Manual,50416,Diesel,74.3,1.6
8539, A4,2015,Automatic,59117,Diesel,57.6,2
8540, A3,2013,Automatic,40328,Petrol,56.5,1.4
8541, A1,2015,Manual,29119,Petrol,56.5,1.4
8542, A6,2016,Automatic,40584,Diesel,51.4,3
8543, A1,2013,Manual,80814,Diesel,74.3,1.6
8544, A3,2016,Manual,32467,Diesel,70.6,1.6
8545, A1,2015,Manual,36196,Diesel,80.7,1.6
8546, A6,2015,Automatic,64266,Diesel,47.9,3
8547, A1,2015,Manual,62632,Petrol,60.1,1.4
8548, Q3,2016,Manual,28646,Diesel,51.4,2
8549, A3,2016,Manual,30836,Petrol,53.3,1.4
8550, A3,2017,Manual,20549,Petrol,62.8,1
8551, A3,2016,Manual,38938,Diesel,68.9,1.6
8552, A4,2017,Automatic,24068,Diesel,62.8,2
8553, Q5,2015,Manual,36435,Diesel,47.9,2
8554, A3,2014,Manual,81008,Diesel,68.9,2
8555, Q3,2015,Manual,27736,Diesel,56.5,2
8556, A4,2015,Manual,81790,Diesel,57.6,2
8557, A6,2016,Manual,121200,Diesel,61.4,2
8558, Q3,2015,Manual,79070,Diesel,56.5,2
8559, A3,2014,Manual,94410,Petrol,58.9,1.4
8560, Q3,2015,Automatic,57140,Diesel,51.4,2
8561, A3,2016,Manual,117740,Petrol,57.6,1.4
8562, A4,2015,Automatic,100860,Diesel,72.4,2
8563, A3,2015,Manual,61220,Diesel,83.1,1.6
8564, A6,2016,Manual,87234,Diesel,61.4,2
8565, A4,2015,Manual,68899,Diesel,67.3,2
8566, A5,2017,Automatic,29500,Diesel,62.8,2
8567, A5,2015,Automatic,30554,Diesel,52.3,2
8568, A8,2015,Automatic,46558,Diesel,47.9,3
8569, A3,2019,Manual,3833,Diesel,51.4,1.6
