number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,initial_price,neighborhood,rental_price
3,2,1091,great,7,5411,east_elmwood,5411
0,1,191,poor,56,1008,northwest,935.424
1,1,377,great,8,2262,east_elmwood,2262
0,1,250,poor,57,1063,northwest,984.338
3,2,836,good,3,4697,west_welmwood,4697
2,1,702,great,0,3784,east_elmwood,3784
1,1,394,great,1,2337,east_elmwood,2337
2,1,719,good,6,3223,west_welmwood,3223
2,1,682,great,12,3623,east_elmwood,3623
1,1,318,poor,42,1367,northwest,1306.852
0,1,332,good,3,1739,west_welmwood,1739
1,1,498,good,11,1904,west_welmwood,1904
2,1,672,great,4,3703,east_elmwood,3703
1,1,575,poor,62,1504,northwest,1377.664
3,2,1036,good,11,4768,west_welmwood,4768
2,1,812,good,4,3356,west_welmwood,3356
1,1,706,poor,40,1770,northwest,1699.2
2,1,584,good,5,3107,west_welmwood,3107
1,1,555,poor,59,1419,northwest,1308.318
1,1,653,good,4,2103,west_welmwood,2103
1,1,604,good,2,2088,west_welmwood,2088
2,1,798,poor,26,3098,northwest,3060.824
3,2,1163,good,2,4995,west_welmwood,4995
2,1,646,poor,27,2982,northwest,2940.252
2,1,845,poor,46,3024,northwest,2866.752
1,1,387,poor,47,1392,northwest,1316.832
0,1,112,poor,60,948,northwest,872.16
3,2,1079,poor,46,4445,northwest,4213.86
3,2,1234,great,14,5394,east_elmwood,5394
1,1,533,good,3,1992,west_welmwood,1992
2,1,752,good,10,3204,west_welmwood,3204
1,1,307,poor,55,1237,northwest,1150.41
0,1,167,good,1,1517,west_welmwood,1517
2,1,905,poor,46,3034,northwest,2876.232
1,1,307,poor,40,1368,northwest,1313.28
0,1,276,good,10,1586,west_welmwood,1586
2,1,813,good,1,3364,west_welmwood,3364
0,1,276,poor,43,1249,northwest,1191.546
1,1,547,good,12,1953,west_welmwood,1953
0,1,376,good,12,1695,west_welmwood,1695
1,1,653,good,14,1999,west_welmwood,1999
3,2,1017,poor,62,4264,northwest,3905.824
1,1,582,great,6,2483,east_elmwood,2483
3,2,1068,good,7,4889,west_welmwood,4889
0,1,343,great,14,2120,east_elmwood,2120
2,1,860,good,13,3357,west_welmwood,3357
2,1,905,great,12,3863,east_elmwood,3863
2,1,937,poor,18,3336,northwest,3336
2,1,809,good,7,3295,west_welmwood,3295
1,1,698,poor,56,1607,northwest,1491.296
0,1,336,poor,62,1143,northwest,1046.988
1,1,483,great,8,2417,east_elmwood,2417
2,1,852,great,2,3975,east_elmwood,3975
3,2,840,poor,58,4096,northwest,3784.704
2,1,936,poor,53,3020,northwest,2820.68
2,1,556,great,12,3535,east_elmwood,3535
2,1,572,good,14,3047,west_welmwood,3047
3,2,879,great,7,5149,east_elmwood,5149
1,1,700,good,11,2079,west_welmwood,2079
2,1,564,poor,63,2512,northwest,2295.968
3,2,1148,great,4,5468,east_elmwood,5468
0,1,542,poor,49,1420,northwest,1337.64
2,1,668,good,0,3240,west_welmwood,3240
2,1,813,great,4,3921,east_elmwood,3921
3,2,1034,good,10,4782,west_welmwood,4782
1,1,311,great,13,2185,east_elmwood,2185
3,2,846,poor,62,4055,northwest,3714.38
3,2,859,poor,16,4525,northwest,4525
2,1,672,good,7,3244,west_welmwood,3244
2,1,695,good,6,3190,west_welmwood,3190
3,2,1025,good,12,4775,west_welmwood,4775
0,1,519,poor,64,1270,northwest,1158.24
2,1,779,poor,40,3022,northwest,2901.12
3,2,1054,great,4,5342,east_elmwood,5342
0,1,400,poor,29,1555,northwest,1527.01
2,1,717,poor,28,3041,northwest,2992.344
3,2,1163,poor,28,4763,northwest,4686.792
0,1,408,great,14,2128,east_elmwood,2128
3,2,1190,great,3,5475,east_elmwood,5475
2,1,615,poor,41,2806,northwest,2688.148
2,1,660,good,0,3220,west_welmwood,3220
1,1,667,poor,22,1927,northwest,1919.292
1,1,693,good,3,2129,west_welmwood,2129
0,1,458,poor,36,1464,northwest,1417.152
0,1,276,good,2,1638,west_welmwood,1638
1,1,702,poor,44,1787,northwest,1701.224
0,1,206,good,7,1541,west_welmwood,1541
2,1,762,good,7,3317,west_welmwood,3317
1,1,369,poor,26,1559,northwest,1540.292
3,2,1164,good,11,4944,west_welmwood,4944
2,1,858,good,9,3374,west_welmwood,3374
1,1,509,good,11,1919,west_welmwood,1919
0,1,344,good,14,1554,west_welmwood,1554
2,1,509,great,6,3567,east_elmwood,3567
2,1,860,poor,28,3223,northwest,3171.432
2,1,699,good,8,3249,west_welmwood,3249
0,1,541,good,14,1833,west_welmwood,1833
2,1,898,good,3,3457,west_welmwood,3457
0,1,391,good,13,1618,west_welmwood,1618
0,1,516,great,13,2272,east_elmwood,2272
2,1,546,poor,57,2606,northwest,2413.156
3,2,898,good,3,4767,west_welmwood,4767
2,1,895,good,0,3476,west_welmwood,3476
2,1,877,poor,38,3084,northwest,2972.976
1,1,706,good,10,2135,west_welmwood,2135
0,1,542,poor,35,1597,northwest,1549.09
3,2,1204,poor,54,4545,northwest,4235.94
2,1,582,poor,48,2710,northwest,2558.24
3,2,968,good,14,4679,west_welmwood,4679
2,1,586,good,9,3106,west_welmwood,3106
1,1,598,poor,28,1818,northwest,1788.912
1,1,391,great,8,2328,east_elmwood,2328
2,1,643,good,8,3195,west_welmwood,3195
3,2,1036,good,3,4890,west_welmwood,4890
3,2,867,poor,35,4388,northwest,4256.36
3,2,1096,good,1,4971,west_welmwood,4971
3,2,815,poor,21,4469,northwest,4460.062
0,1,295,good,10,1553,west_welmwood,1553
2,1,902,good,4,3453,west_welmwood,3453
2,1,749,good,6,3240,west_welmwood,3240
3,2,847,poor,38,4307,northwest,4151.948
3,2,1170,poor,38,4655,northwest,4487.42
1,1,346,good,12,1716,west_welmwood,1716
2,1,566,good,6,3093,west_welmwood,3093
2,1,768,poor,50,2823,northwest,2653.62
1,1,616,poor,38,1727,northwest,1664.828
2,1,501,good,4,3044,west_welmwood,3044
2,1,538,poor,22,2927,northwest,2915.292
3,2,912,poor,28,4463,northwest,4391.592
2,1,683,poor,33,2923,northwest,2847.002
3,2,1205,great,7,5532,east_elmwood,5532
2,1,837,good,0,3457,west_welmwood,3457
2,1,702,good,14,3190,west_welmwood,3190
0,1,136,great,2,2008,east_elmwood,2008
3,2,1075,poor,21,4690,northwest,4680.62
1,1,432,good,10,1852,west_welmwood,1852
3,2,941,good,11,4695,west_welmwood,4695
0,1,220,great,0,2076,east_elmwood,2076
1,1,671,poor,45,1699,northwest,1614.05
2,1,682,good,10,3206,west_welmwood,3206
1,1,700,good,1,2171,west_welmwood,2171
1,1,411,great,14,2306,east_elmwood,2306
2,1,552,poor,43,2729,northwest,2603.466
0,1,497,poor,57,1371,northwest,1269.546
3,2,951,good,3,4729,west_welmwood,4729
0,1,430,great,12,2217,east_elmwood,2217
3,2,1220,poor,32,4714,northwest,4600.864
1,1,430,good,0,1928,west_welmwood,1928
3,2,837,good,6,4594,west_welmwood,4594
0,1,435,good,11,1681,west_welmwood,1681
3,2,847,great,11,5051,east_elmwood,5051
0,1,396,good,12,1708,west_welmwood,1708
3,2,1119,good,6,4922,west_welmwood,4922
0,1,386,poor,54,1268,northwest,1181.776
3,2,1208,good,2,5004,west_welmwood,5004
0,1,240,good,8,1609,west_welmwood,1609
1,1,323,good,14,1697,west_welmwood,1697
2,1,876,great,6,3866,east_elmwood,3866
2,1,653,great,0,3801,east_elmwood,3801
2,1,579,good,11,3039,west_welmwood,3039
1,1,335,poor,24,1635,northwest,1621.92
3,2,898,poor,62,4129,northwest,3782.164
1,1,593,good,0,2059,west_welmwood,2059
1,1,392,great,7,2282,east_elmwood,2282
1,1,374,good,12,1708,west_welmwood,1708
1,1,725,great,7,2672,east_elmwood,2672
3,2,831,poor,27,4424,northwest,4362.064
2,1,835,good,1,3378,west_welmwood,3378
0,1,233,good,11,1506,west_welmwood,1506
2,1,830,great,7,3879,east_elmwood,3879
1,1,645,good,13,1976,west_welmwood,1976
3,2,831,poor,36,4354,northwest,4214.672
1,1,478,good,1,2009,west_welmwood,2009
2,1,790,good,11,3300,west_welmwood,3300
0,1,472,poor,27,1650,northwest,1626.9
3,2,1200,good,11,4941,west_welmwood,4941
2,1,805,poor,48,2897,northwest,2734.768
1,1,561,good,6,1990,west_welmwood,1990
2,1,857,good,8,3357,west_welmwood,3357
0,1,126,poor,26,1275,northwest,1259.7
0,1,412,great,9,2197,east_elmwood,2197
2,1,911,poor,43,3085,northwest,2943.09
0,1,398,good,10,1740,west_welmwood,1740
0,1,459,poor,18,1671,northwest,1671
1,1,407,good,1,1858,west_welmwood,1858
3,2,928,good,6,4700,west_welmwood,4700
0,1,232,good,3,1585,west_welmwood,1585
2,1,703,good,0,3336,west_welmwood,3336
1,1,628,great,11,2469,east_elmwood,2469
1,1,643,poor,59,1602,northwest,1477.044
1,1,359,poor,48,1380,northwest,1302.72
2,1,755,good,8,3278,west_welmwood,3278
2,1,613,good,5,3121,west_welmwood,3121
3,2,1009,good,1,4829,west_welmwood,4829
0,1,306,great,13,2099,east_elmwood,2099
3,2,828,poor,57,4157,northwest,3849.382
3,2,1245,poor,26,4824,northwest,4766.112
3,2,859,good,9,4654,west_welmwood,4654
3,2,1196,great,5,5537,east_elmwood,5537
2,1,698,good,3,3229,west_welmwood,3229
0,1,162,good,1,1533,west_welmwood,1533
0,1,417,great,8,2254,east_elmwood,2254
0,1,247,good,10,1578,west_welmwood,1578
3,2,959,good,0,4847,west_welmwood,4847
1,1,740,good,9,2101,west_welmwood,2101
0,1,493,good,5,1802,west_welmwood,1802
3,2,878,good,11,4572,west_welmwood,4572
1,1,612,good,11,2031,west_welmwood,2031
2,1,805,poor,40,2978,northwest,2858.88
0,1,139,good,11,1445,west_welmwood,1445
2,1,875,poor,26,3194,northwest,3155.672
2,1,658,good,11,3156,west_welmwood,3156
1,1,603,good,12,1962,west_welmwood,1962
0,1,394,poor,61,1148,northwest,1053.864
2,1,648,great,8,3707,east_elmwood,3707
3,2,1038,great,11,5299,east_elmwood,5299
0,1,249,good,8,1528,west_welmwood,1528
1,1,362,poor,25,1654,northwest,1637.46
2,1,622,good,0,3257,west_welmwood,3257
2,1,724,good,13,3208,west_welmwood,3208
0,1,186,poor,57,1011,northwest,936.186
2,1,599,poor,22,2933,northwest,2921.268
3,2,1248,good,10,4948,west_welmwood,4948
0,1,272,good,9,1631,west_welmwood,1631
2,1,772,great,9,3796,east_elmwood,3796
1,1,427,good,0,1917,west_welmwood,1917
3,2,1189,poor,49,4509,northwest,4247.478
2,1,590,poor,59,2598,northwest,2395.356
3,2,925,good,2,4795,west_welmwood,4795
3,2,1074,poor,43,4525,northwest,4316.85
2,1,559,good,1,3103,west_welmwood,3103
3,2,931,poor,34,4416,northwest,4292.352
1,1,584,poor,51,1585,northwest,1486.73
3,2,879,good,3,4719,west_welmwood,4719
1,1,417,poor,58,1377,northwest,1272.348
2,1,800,poor,18,3177,northwest,3177
2,1,507,poor,25,2849,northwest,2820.51
1,1,351,good,14,1729,west_welmwood,1729
3,2,1062,poor,28,4679,northwest,4604.136
3,2,937,good,14,4598,west_welmwood,4598
2,1,921,poor,23,3296,northwest,3276.224
2,1,942,good,7,3441,west_welmwood,3441
1,1,701,great,2,2699,east_elmwood,2699
2,1,922,good,1,3538,west_welmwood,3538
3,2,826,good,3,4688,west_welmwood,4688
3,2,1147,good,0,5021,west_welmwood,5021
1,1,602,poor,63,1431,northwest,1307.934
2,1,814,poor,32,3072,northwest,2998.272
2,1,875,good,12,3316,west_welmwood,3316
1,1,365,poor,47,1373,northwest,1298.858
0,1,263,good,9,1580,west_welmwood,1580
0,1,371,poor,40,1354,northwest,1299.84
2,1,877,poor,27,3169,northwest,3124.634
2,1,606,good,12,3071,west_welmwood,3071
0,1,316,great,12,2103,east_elmwood,2103
0,1,487,good,10,1813,west_welmwood,1813
3,2,1169,poor,26,4764,northwest,4706.832
3,2,1233,good,6,5054,west_welmwood,5054
3,2,1138,great,3,5414,east_elmwood,5414
3,2,976,great,11,5255,east_elmwood,5255
0,1,364,good,10,1615,west_welmwood,1615
2,1,837,poor,30,3098,northwest,3036.04
3,2,992,poor,39,4469,northwest,4299.178
3,2,1151,great,13,5398,east_elmwood,5398
0,1,528,good,12,1764,west_welmwood,1764
1,1,453,good,12,1853,west_welmwood,1853
2,1,578,good,14,3081,west_welmwood,3081
2,1,910,great,11,3917,east_elmwood,3917
3,2,1073,good,8,4819,west_welmwood,4819
1,1,736,great,10,2649,east_elmwood,2649
2,1,780,good,3,3329,west_welmwood,3329
0,1,360,great,3,2266,east_elmwood,2266
0,1,480,poor,21,1694,northwest,1690.612
2,1,878,poor,59,2889,northwest,2663.658
0,1,113,great,10,1927,east_elmwood,1927
3,2,1161,great,3,5449,east_elmwood,5449
3,2,937,poor,25,4565,northwest,4519.35
1,1,581,good,10,1986,west_welmwood,1986
3,2,1204,good,2,5041,west_welmwood,5041
3,2,947,poor,35,4427,northwest,4294.19
2,1,536,good,0,3093,west_welmwood,3093
0,1,385,good,2,1778,west_welmwood,1778
1,1,533,poor,36,1672,northwest,1618.496
0,1,115,good,10,1402,west_welmwood,1402
1,1,416,great,0,2413,east_elmwood,2413
2,1,566,good,14,3041,west_welmwood,3041
3,2,979,great,6,5257,east_elmwood,5257
3,2,1152,good,4,4987,west_welmwood,4987
1,1,384,good,11,1760,west_welmwood,1760
2,1,541,good,11,3063,west_welmwood,3063
2,1,799,poor,18,3174,northwest,3174
0,1,535,poor,22,1701,northwest,1694.196
0,1,210,good,3,1602,west_welmwood,1602
3,2,912,poor,51,4207,northwest,3946.166
3,2,1221,poor,40,4713,northwest,4524.48
3,2,1091,good,1,4978,west_welmwood,4978
3,2,1207,good,5,5055,west_welmwood,5055
0,1,372,poor,31,1499,northwest,1466.022
1,1,537,poor,33,1754,northwest,1708.396
3,2,806,great,9,5111,east_elmwood,5111
3,2,1062,great,12,5306,east_elmwood,5306
1,1,695,good,8,2111,west_welmwood,2111
0,1,531,great,4,2403,east_elmwood,2403
1,1,693,poor,31,1909,northwest,1867.002
1,1,732,good,3,2206,west_welmwood,2206
1,1,664,poor,43,1744,northwest,1663.776
3,2,998,great,5,5277,east_elmwood,5277
2,1,657,poor,62,2598,northwest,2379.768
3,2,1248,poor,40,4677,northwest,4489.92
3,2,1112,great,13,5334,east_elmwood,5334
1,1,451,good,8,1899,west_welmwood,1899
2,1,562,good,2,3189,west_welmwood,3189
1,1,671,great,5,2596,east_elmwood,2596
3,2,1103,good,10,4852,west_welmwood,4852
0,1,398,poor,62,1182,northwest,1082.712
1,1,474,poor,16,1794,northwest,1794
1,1,622,great,5,2566,east_elmwood,2566
2,1,543,good,13,2991,west_welmwood,2991
0,1,540,poor,15,1812,northwest,1812
2,1,671,poor,61,2631,northwest,2415.258
3,2,1171,poor,57,4437,northwest,4108.662
0,1,316,great,4,2156,east_elmwood,2156
3,2,1026,poor,48,4374,northwest,4129.056
1,1,407,good,3,1898,west_welmwood,1898
0,1,227,good,14,1462,west_welmwood,1462
1,1,429,good,8,1866,west_welmwood,1866
1,1,707,great,0,2752,east_elmwood,2752
0,1,533,great,10,2371,east_elmwood,2371
3,2,1106,poor,46,4483,northwest,4249.884
0,1,414,great,5,2298,east_elmwood,2298
2,1,745,poor,55,2828,northwest,2630.04
0,1,334,good,5,1706,west_welmwood,1706
3,2,1102,poor,32,4675,northwest,4562.8
0,1,309,poor,43,1241,northwest,1183.914
0,1,428,good,0,1851,west_welmwood,1851
2,1,655,great,7,3697,east_elmwood,3697
2,1,826,poor,17,3240,northwest,3240
3,2,832,poor,63,4013,northwest,3667.882
0,1,227,great,12,1977,east_elmwood,1977
0,1,351,great,4,2251,east_elmwood,2251
3,2,844,poor,57,4131,northwest,3825.306
2,1,688,poor,41,2883,northwest,2761.914
2,1,523,good,14,2998,west_welmwood,2998
0,1,546,poor,30,1620,northwest,1587.6
0,1,428,good,1,1865,west_welmwood,1865
1,1,642,poor,49,1622,northwest,1527.924
0,1,156,good,4,1474,west_welmwood,1474
2,1,578,poor,30,2845,northwest,2788.1
3,2,940,great,12,5177,east_elmwood,5177
2,1,748,great,3,3813,east_elmwood,3813
2,1,699,poor,32,2936,northwest,2865.536
0,1,349,poor,50,1230,northwest,1156.2
2,1,849,good,5,3390,west_welmwood,3390
1,1,374,good,5,1850,west_welmwood,1850
2,1,611,good,14,3061,west_welmwood,3061
1,1,497,poor,52,1511,northwest,1414.296
0,1,356,good,3,1703,west_welmwood,1703
0,1,308,great,11,2137,east_elmwood,2137
3,2,983,good,3,4837,west_welmwood,4837
2,1,549,poor,51,2612,northwest,2450.056
3,2,871,good,5,4711,west_welmwood,4711
2,1,788,good,10,3313,west_welmwood,3313
1,1,465,good,6,1881,west_welmwood,1881
0,1,259,great,0,2137,east_elmwood,2137
0,1,312,good,7,1612,west_welmwood,1612
2,1,691,great,5,3696,east_elmwood,3696
0,1,471,great,5,2353,east_elmwood,2353
2,1,869,great,8,3876,east_elmwood,3876
0,1,387,poor,56,1247,northwest,1157.216
2,1,683,poor,38,2930,northwest,2824.52
0,1,440,poor,29,1533,northwest,1505.406
3,2,827,poor,48,4191,northwest,3956.304
0,1,157,good,3,1487,west_welmwood,1487
3,2,937,poor,64,4110,northwest,3748.32
3,2,1037,poor,16,4721,northwest,4721
2,1,918,poor,36,3175,northwest,3073.4
2,1,543,good,0,3101,west_welmwood,3101
1,1,663,good,1,2133,west_welmwood,2133
1,1,529,good,0,2056,west_welmwood,2056
0,1,446,great,5,2250,east_elmwood,2250
3,2,972,good,12,4670,west_welmwood,4670
2,1,509,great,1,3624,east_elmwood,3624
0,1,382,poor,22,1597,northwest,1590.612
3,2,1114,good,6,4892,west_welmwood,4892
1,1,444,good,1,1948,west_welmwood,1948
3,2,1019,great,12,5206,east_elmwood,5206
2,1,936,great,12,3913,east_elmwood,3913
0,1,319,poor,42,1261,northwest,1205.516
0,1,352,good,9,1619,west_welmwood,1619
3,2,1042,good,0,4915,west_welmwood,4915
2,1,758,good,6,3271,west_welmwood,3271
3,2,1156,good,4,5003,west_welmwood,5003
3,2,849,good,1,4734,west_welmwood,4734
1,1,350,great,10,2257,east_elmwood,2257
2,1,793,good,6,3298,west_welmwood,3298
1,1,650,good,14,2034,west_welmwood,2034
1,1,526,great,8,2423,east_elmwood,2423
3,2,857,good,2,4709,west_welmwood,4709
1,1,520,good,5,1945,west_welmwood,1945
1,1,508,great,6,2417,east_elmwood,2417
3,2,1158,poor,53,4455,northwest,4160.97
2,1,835,good,5,3383,west_welmwood,3383
2,1,851,good,10,3310,west_welmwood,3310
2,1,784,good,5,3287,west_welmwood,3287
3,2,852,good,13,4550,west_welmwood,4550
1,1,508,great,5,2484,east_elmwood,2484
2,1,527,good,11,2990,west_welmwood,2990
2,1,715,poor,64,2685,northwest,2448.72
0,1,134,good,7,1513,west_welmwood,1513
0,1,541,poor,22,1764,northwest,1756.944
0,1,501,poor,41,1444,northwest,1383.352
1,1,622,poor,56,1538,northwest,1427.264
0,1,401,poor,40,1373,northwest,1318.08
3,2,1167,poor,50,4535,northwest,4262.9
0,1,196,poor,45,1133,northwest,1076.35
3,2,916,good,7,4706,west_welmwood,4706
1,1,536,good,2,1978,west_welmwood,1978
0,1,174,good,12,1424,west_welmwood,1424
3,2,1113,good,7,4869,west_welmwood,4869
1,1,377,poor,62,1266,northwest,1159.656
0,1,270,great,2,2134,east_elmwood,2134
3,2,879,good,5,4670,west_welmwood,4670
3,2,875,poor,22,4490,northwest,4472.04
1,1,675,good,2,2189,west_welmwood,2189
3,2,907,poor,25,4498,northwest,4453.02
0,1,300,poor,35,1392,northwest,1350.24
2,1,939,great,11,3895,east_elmwood,3895
1,1,521,good,1,2004,west_welmwood,2004
1,1,359,poor,45,1430,northwest,1358.5
3,2,1246,good,7,4980,west_welmwood,4980
2,1,530,good,1,3138,west_welmwood,3138
2,1,501,good,11,2952,west_welmwood,2952
0,1,307,poor,51,1243,northwest,1165.934
3,2,1026,good,3,4834,west_welmwood,4834
2,1,869,good,10,3406,west_welmwood,3406
0,1,108,poor,45,1025,northwest,973.75
3,2,1010,good,9,4813,west_welmwood,4813
0,1,197,good,2,1622,west_welmwood,1622
0,1,282,poor,38,1311,northwest,1263.804
3,2,1096,poor,26,4685,northwest,4628.78
0,1,537,good,12,1817,west_welmwood,1817
2,1,939,poor,39,3118,northwest,2999.516
0,1,503,great,7,2313,east_elmwood,2313
2,1,914,good,12,3432,west_welmwood,3432
2,1,799,poor,49,2874,northwest,2707.308
1,1,594,poor,16,1886,northwest,1886
2,1,911,good,5,3478,west_welmwood,3478
0,1,286,good,10,1543,west_welmwood,1543
0,1,433,good,14,1685,west_welmwood,1685
1,1,392,good,4,1842,west_welmwood,1842
0,1,222,good,4,1575,west_welmwood,1575
2,1,939,poor,36,3162,northwest,3060.816
2,1,507,good,2,3070,west_welmwood,3070
1,1,410,poor,18,1736,northwest,1736
0,1,434,poor,21,1636,northwest,1632.728
1,1,385,good,5,1883,west_welmwood,1883
2,1,821,poor,46,2942,northwest,2789.016
1,1,659,good,5,2136,west_welmwood,2136
3,2,1167,good,7,4938,west_welmwood,4938
2,1,836,good,9,3335,west_welmwood,3335
3,2,1236,poor,57,4563,northwest,4225.338
0,1,456,poor,33,1564,northwest,1523.336
0,1,421,poor,44,1365,northwest,1299.48
0,1,461,poor,26,1562,northwest,1543.256
3,2,1060,good,0,4875,west_welmwood,4875
0,1,138,good,2,1491,west_welmwood,1491
1,1,480,good,1,1924,west_welmwood,1924
0,1,341,poor,17,1559,northwest,1559
2,1,570,great,1,3670,east_elmwood,3670
2,1,580,poor,53,2629,northwest,2455.486
1,1,520,poor,29,1764,northwest,1732.248
2,1,686,poor,20,3118,northwest,3118
3,2,1183,great,3,5521,east_elmwood,5521
0,1,380,good,2,1800,west_welmwood,1800
2,1,727,poor,23,3098,northwest,3079.412
3,2,1097,good,0,4910,west_welmwood,4910
2,1,703,good,5,3255,west_welmwood,3255
3,2,1046,great,14,5214,east_elmwood,5214
0,1,336,great,8,2195,east_elmwood,2195
2,1,500,poor,33,2778,northwest,2705.772
1,1,578,poor,16,1906,northwest,1906
1,1,571,great,3,2562,east_elmwood,2562
2,1,735,good,11,3213,west_welmwood,3213
0,1,384,poor,35,1394,northwest,1352.18
0,1,200,great,6,1996,east_elmwood,1996
2,1,612,good,9,3169,west_welmwood,3169
1,1,619,good,2,2126,west_welmwood,2126
2,1,905,poor,24,3282,northwest,3255.744
0,1,307,good,3,1679,west_welmwood,1679
3,2,962,good,1,4824,west_welmwood,4824
1,1,653,good,4,2089,west_welmwood,2089
2,1,638,good,3,3219,west_welmwood,3219
2,1,666,good,7,3237,west_welmwood,3237
0,1,235,poor,40,1186,northwest,1138.56
0,1,487,poor,39,1483,northwest,1426.646
3,2,919,great,1,5254,east_elmwood,5254
0,1,504,great,3,2369,east_elmwood,2369
0,1,532,great,2,2409,east_elmwood,2409
0,1,216,good,6,1547,west_welmwood,1547
2,1,848,poor,44,3015,northwest,2870.28
3,2,1222,poor,15,4924,northwest,4924
3,2,1159,poor,56,4404,northwest,4086.912
2,1,712,great,14,3632,east_elmwood,3632
0,1,411,poor,44,1322,northwest,1258.544
3,2,1147,poor,19,4809,northwest,4809
2,1,652,poor,57,2728,northwest,2526.128
1,1,504,great,13,2416,east_elmwood,2416
1,1,619,poor,20,1872,northwest,1872
1,1,728,good,1,2254,west_welmwood,2254
