unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
826,Sky Express Airlines,5,"""Staff were simply rude""",15th November 2021,True,"Booked a return flight BRU-ATH. Away flight fluent: clear check-in procedure, calm flight, about 1/3 Seats occupied. Leg room and seat recline were limited. No inflight entertainment and food menu was limited. No WiFi. Return flight check-in procedure at ATH was below every standard: arrived 2+hours before departure, only for bag drop. 7 counters (3 bag drop, 3 check-in, 1 special assistance), only 3 actually in service for 12 departing flights. Late passengers were “awarded” with immediate check-in, we waited 90 mins and eventually also got called as our flight was set for departure. Staff were simply rude. Other people in the line missed their flight because of bad management at check in. Ground staff didn’t care.",A320 neo,Family Leisure,Economy Class,Athens to Brussels,Nov-21,2,3,2,1,1,2,3,no
827,Norse Atlantic Airways,3,"""the baggage took forever to arrive""",19th November 2022,True,Travelled with Norse Atlantic Airways in August 2022. Travelled from Oslo to London Gatwick. This flight took just over 2 hours. When we arrived at Gatwick the baggage took forever to arrive and there was no information from the airport or the airline or any representative. People were calling Norse but getting a recorded message and no help whatsoever to where everyone's bags were. Eventually +2.5hrs later the bags came through. Some passengers had already ready left the baggage hall as they thought their bags were lost. Norse are dreadful.,Boeing 787-9,Solo Leisure,Economy Class,Oslo to London Gatwick,Aug-22,3,3,3,1,1,1,2,no
828,Lufthansa,8,"""some parts could be improved""",21st May 2023,True,"Frankfurt to Chicago in Business. My journey started with a friendly check-in in Frankfurt. Although the Business lounge before entrance to Z gates was very busy, there were enough seats. Food and drink options were very good with a big choice of alcoholic (sparkling wine, spirits and beer on tap) and non-alcoholic drinks. On board the service was fantastic. The female crew member in my section was very friendly and attentive. Business seats in 2-2-2 configuration with a lack of privacy and storage space, but they are still comfortable. IFE had a very good selection, although the quality oft the screen could have been better. The food was very good, both taste and presentation. Drink selection was great including Champagne, a great Spanish red wine and raspberry brandy. One negative aspect was the missing free",Boeing 747-8,Solo Leisure,Business Class,Frankfurt to Chicago,Apr-23,4,5,5,5,5,2,4,yes
829,China Airlines,9,"""made this flight a memorable one""",8th January 2019,True,"Flight attendants on the NGO-TPE leg (A333) and TPE-NGO (B738) surely made this flight a memorable one. They were so attentive and despite being Taiwanese, their Japanese language skills were superb. TPE-KUL-TPE was just heaven. The decor on the B777-300ER was well thought out. The flight attendant on the KUL-TPE leg went beyond the norm of a normal FA. When I asked the brand of the Oolong tea served on the aircraft, she gladly gave me a tea bag of the one they serve on flight. My wife and I did an overnight at Taipei but I would definetely recommend and fly China Airlines again on my next trip to Southeast Asia.","A330-300, Boeing 777-300ER, Boeing 737-800",Couple Leisure,Business Class,Nagoya to Kuala Lumpur via Taipei,Jan-19,4,5,4,4,5,4,5,yes
830,Tigerair Australia,1,"""number of issues with their website""",13th April 2020,True,"Sydney to Brisbane. First time flying with Tigerair. Would only consider them again as a last resort. Airside they bunched all their flights right into one corner so the queue was twice as long and there were no seats. Had a number of issues with their website being dysfunctional in terms of not sending and viewing boarding passes. Not being able to login to several features such as to book flights, manage flights etc using their mobile app but just managing to get in with the desktop site. When I was about to show the e-pass at the gate the mobile website failed to display due to the server being busy. It was not possible to save a copy of the pass to my phone wallet either. Luckily I got a printed one just in",A320,Solo Leisure,Economy Class,Sydney to Brisbane,Jan-20,1,1,1,1,1,1,4,no
831,China Airlines,8,"""relatively price worthy""",27th September 2022,True,"Long trip to get from Europe to Jakarta, but relatively price worthy. Wonderful interiors on both flights, with nice welcoming colours. Food out of Frankfurt quite poor in quality and quantity. In between the meals, no snacks offered on this very long flight, except for some crackers. Generous offerings for drinks if you asked. On the contrary the proactive mid-flight runs to keep passengers hydrated (trays with water and orange juice) weren’t many. Unproblematic transfer in Taipei for the onward journey to Jakarta. Food served on this quite turbulent flight was far better (and larger) than the longer one from Frankfurt to Taipei. Very impressed on how for both flights the boarding process was organised, efficient, clear and quick!",Boeing 777/A350,Solo Leisure,Economy Class,Frankfurt to Jakarta via Taipei,Sep-22,4,4,4,5,4,5,4,yes
832,Interjet,7,"""Overall better than expected""",15th February 2020,True,"Bogota to Mexico City. The check-in process is painfully slow but the airport staff was very friendly. I have never seen so much care in applying the baggage tags. I think there were 5 tags in total per bag. The flight was on time and uneventful. The plane was quite new (4 years) but had no entertainment system, apart from some scattered displays - they do show the takeoff and landing which is kind of cool for a plane this size. The legroom was above average and quite comfortable. The service included a small bag of snacks and a drink. Overall better than expected - I would fly again.",A320,Couple Leisure,Economy Class,Bogota to Mexico City,Feb-20,4,3,2,5,2,1,4,yes
833,China Airlines,7,"""I was upgraded to Premium economy""",12th February 2020,True,"Ho Chi Minh city to Frankfurt via Taipei, a good experience overall. I departed at 05:45 p.m., and meals were served 3 times, 1 dinner in the connecting flight from HCMC to Taipei and 2 on the flight from Taipei to Frankfurt. The food was good, but there were not many options and the menu was the same for both departing and returning flights. The crew were friendly and caring, they noticed when I felt uncomfortable due to low temperature inside the cabin and offered hot drinks. The seat was comfortable. I'm a rather small girl (162cm in height), so I had no problem with legroom, but it might have been a bit cramped for some other passengers around me. My returning date was a busy day for Frankfurt airport, so I had a delayed",Boeing 777-300,Solo Leisure,Economy Class,Ho Chi Minh to Frankfurt via Taipei,Apr-19,3,5,3,4,3,3,4,yes
834,Air Malta,8,"""Cabin crew were friendly and welcoming""",27th April 2019,False,Flew LGW to Malta and return in April with Air Malta. Flights both ways were on time and comfortable. Cabin crew were friendly and welcoming. On board snacks to buy were good value. Seat pitch average but not cramped.,Airbus A320,Couple Leisure,Economy Class,gatwick to malta,Apr-19,4,5,4,4,1,2,4,yes
835,China Airlines,7,"""an inconsistent experience""",3rd December 2019,True,"Los Angeles to Denpasar via Taipei. Check-in at LAX was smooth. They gave us a transfer sleeve to store boarding passes for later segment, which was a nice touch. We had a remote gate far away and had to be shuttled by bus. That experience wasn't very pleasant as we had to wait inside the bus for a very long time. Despite having reservation for four seats (traveling as a family), there was no available overhead storage. All four of us had requested special meals, but the flight attendants started serving us regular meal. It was only after we showed them our boarding passes that they served our special meals. The overall ambiance, seating comfort, and IFE were excellent. Both B777-300ER and A330-300 were tastefully decorated. The service between Taipei and Bali segment was far",Boeing 777-300ER / A330-300,Family Leisure,Economy Class,Los Angeles to Denpasar via Taipei,Nov-19,5,2,5,4,5,5,4,yes
836,Boutique Air,10,"""how flying should be""",16th September 2019,True,"Cortez to Denver. From customer service to the pilots you always feel like first class. Great pilots, great ground crew. This company goes above and beyond to make you feel at home. Will be flying again many times. Great company that knows how to help out a customer. Go directly through Boutique Air. Cheap o air totally hosed me. Great group here. Would tell anyone to fly with these guys. Pilots were fun and very professional. This is how flying should be.",Pilatus PC-12,Solo Leisure,Business Class,Cortez to Denver,Sep-19,5,5,5,5,5,3,5,yes
